Code;impact_code;Impacts ;Type of impact;type_s;Drivers;driver_s;Area_NS;Risk;Consequences;Exposure;Fishery;Mediterranean area;Area
223;7;Trophic structure;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
224;8;Life history traits (growth, reproduction);Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
225;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
226;10;Presence of non-native species;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
227;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
228;12;Cost of post-harvesting (preservation);Fishing operations;FO;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
229;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
230;14;Efficiency of gears;Fishing operations;FO;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
231;15;Fishing trips/days at sea;Fishing operations;FO;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
232;16;Landing value;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
233;17;Employment rate female;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
234;18;Employment rate male;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
235;19;Contribution of fish products to food security;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
236;20;Safety of (coastal) communities;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
237;21;Cultural and heritage;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
238;22;Market opportunities (non-native species);Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
239;23;Health issues;Wider society and economy implications;WS;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
240;24;Food security;Wider society and economy implications;WS;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
241;25;Recreational fisheries;Wider society and economy implications;WS;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
242;26;National income;Wider society and economy implications;WS;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
243;27;Tourism activities;Wider society and economy implications;WS;Sea level rise;SL;North;1;1;1;Pelagic;Western;Western (North)
244;1;Catches composition;Fisheries resources;FR;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
245;2;Species geographic distribution;Fisheries resources;FR;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
246;3;Species bathymetric distribution;Fisheries resources;FR;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
247;4;Trends in abundance/biomass;Fisheries resources;FR;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
248;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
249;6;Species phenology;Fisheries resources;FR;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
250;7;Trophic structure;Fisheries resources;FR;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
251;8;Life history traits (growth, reproduction);Fisheries resources;FR;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
252;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
253;10;Presence of non-native species;Fisheries resources;FR;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
254;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
255;12;Cost of post-harvesting (preservation);Fishing operations;FO;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
256;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
257;14;Efficiency of gears;Fishing operations;FO;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
258;15;Fishing trips/days at sea;Fishing operations;FO;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
259;16;Landing value;Communities and livelihoods;CL;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
260;17;Employment rate female;Communities and livelihoods;CL;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
261;18;Employment rate male;Communities and livelihoods;CL;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
262;19;Contribution of fish products to food security;Communities and livelihoods;CL;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
263;20;Safety of (coastal) communities;Communities and livelihoods;CL;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
264;21;Cultural and heritage;Communities and livelihoods;CL;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
265;22;Market opportunities (non-native species);Communities and livelihoods;CL;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
266;23;Health issues;Wider society and economy implications;WS;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
267;24;Food security;Wider society and economy implications;WS;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
268;25;Recreational fisheries;Wider society and economy implications;WS;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
269;26;National income;Wider society and economy implications;WS;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
270;27;Tourism activities;Wider society and economy implications;WS;Sea level rise;SL;South;1;1;1;Pelagic;Western;Western (South)
271;1;Catches composition;Fisheries resources;FR;Vertical mixing/stratification;STR;North;16;4;4;Pelagic;Western;Western (North)
272;2;Species geographic distribution;Fisheries resources;FR;Vertical mixing/stratification;STR;North;6;2;3;Pelagic;Western;Western (North)
273;3;Species bathymetric distribution;Fisheries resources;FR;Vertical mixing/stratification;STR;North;6;2;3;Pelagic;Western;Western (North)
274;4;Trends in abundance/biomass;Fisheries resources;FR;Vertical mixing/stratification;STR;North;9;3;3;Pelagic;Western;Western (North)
275;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Vertical mixing/stratification;STR;North;16;4;4;Pelagic;Western;Western (North)
276;6;Species phenology;Fisheries resources;FR;Vertical mixing/stratification;STR;North;4;2;2;Pelagic;Western;Western (North)
277;7;Trophic structure;Fisheries resources;FR;Vertical mixing/stratification;STR;North;8;2;4;Pelagic;Western;Western (North)
278;8;Life history traits (growth, reproduction);Fisheries resources;FR;Vertical mixing/stratification;STR;North;6;2;3;Pelagic;Western;Western (North)
279;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Vertical mixing/stratification;STR;North;4;2;2;Pelagic;Western;Western (North)
280;10;Presence of non-native species;Fisheries resources;FR;Vertical mixing/stratification;STR;North;9;3;3;Pelagic;Western;Western (North)
281;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Western;Western (North)
282;12;Cost of post-harvesting (preservation);Fishing operations;FO;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Western;Western (North)
283;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Western;Western (North)
284;14;Efficiency of gears;Fishing operations;FO;Vertical mixing/stratification;STR;North;6;3;2;Pelagic;Western;Western (North)
285;15;Fishing trips/days at sea;Fishing operations;FO;Vertical mixing/stratification;STR;North;6;3;2;Pelagic;Western;Western (North)
286;16;Landing value;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;16;4;4;Pelagic;Western;Western (North)
287;17;Employment rate female;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;4;2;2;Pelagic;Western;Western (North)
288;18;Employment rate male;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;9;3;3;Pelagic;Western;Western (North)
289;19;Contribution of fish products to food security;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;4;2;2;Pelagic;Western;Western (North)
290;20;Safety of (coastal) communities;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Western;Western (North)
291;21;Cultural and heritage;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;9;3;3;Pelagic;Western;Western (North)
292;22;Market opportunities (non-native species);Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;6;2;3;Pelagic;Western;Western (North)
293;23;Health issues;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Western;Western (North)
294;24;Food security;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Western;Western (North)
295;25;Recreational fisheries;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Western;Western (North)
296;26;National income;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Western;Western (North)
297;27;Tourism activities;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Western;Western (North)
298;1;Catches composition;Fisheries resources;FR;Vertical mixing/stratification;STR;South;16;4;4;Pelagic;Western;Western (South)
299;2;Species geographic distribution;Fisheries resources;FR;Vertical mixing/stratification;STR;South;9;3;3;Pelagic;Western;Western (South)
300;3;Species bathymetric distribution;Fisheries resources;FR;Vertical mixing/stratification;STR;South;6;2;3;Pelagic;Western;Western (South)
301;4;Trends in abundance/biomass;Fisheries resources;FR;Vertical mixing/stratification;STR;South;9;3;3;Pelagic;Western;Western (South)
302;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Vertical mixing/stratification;STR;South;16;4;4;Pelagic;Western;Western (South)
303;6;Species phenology;Fisheries resources;FR;Vertical mixing/stratification;STR;South;4;2;2;Pelagic;Western;Western (South)
304;7;Trophic structure;Fisheries resources;FR;Vertical mixing/stratification;STR;South;8;2;4;Pelagic;Western;Western (South)
305;8;Life history traits (growth, reproduction);Fisheries resources;FR;Vertical mixing/stratification;STR;South;6;2;3;Pelagic;Western;Western (South)
306;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Vertical mixing/stratification;STR;South;4;2;2;Pelagic;Western;Western (South)
307;10;Presence of non-native species;Fisheries resources;FR;Vertical mixing/stratification;STR;South;4;2;2;Pelagic;Western;Western (South)
308;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Vertical mixing/stratification;STR;South;1;1;1;Pelagic;Western;Western (South)
309;12;Cost of post-harvesting (preservation);Fishing operations;FO;Vertical mixing/stratification;STR;South;4;2;2;Pelagic;Western;Western (South)
310;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Vertical mixing/stratification;STR;South;1;1;1;Pelagic;Western;Western (South)
311;14;Efficiency of gears;Fishing operations;FO;Vertical mixing/stratification;STR;South;9;3;3;Pelagic;Western;Western (South)
312;15;Fishing trips/days at sea;Fishing operations;FO;Vertical mixing/stratification;STR;South;9;3;3;Pelagic;Western;Western (South)
313;16;Landing value;Communities and livelihoods;CL;Vertical mixing/stratification;STR;South;16;4;4;Pelagic;Western;Western (South)
314;17;Employment rate female;Communities and livelihoods;CL;Vertical mixing/stratification;STR;South;4;2;2;Pelagic;Western;Western (South)
315;18;Employment rate male;Communities and livelihoods;CL;Vertical mixing/stratification;STR;South;9;3;3;Pelagic;Western;Western (South)
316;19;Contribution of fish products to food security;Communities and livelihoods;CL;Vertical mixing/stratification;STR;South;16;4;4;Pelagic;Western;Western (South)
317;20;Safety of (coastal) communities;Communities and livelihoods;CL;Vertical mixing/stratification;STR;South;1;1;1;Pelagic;Western;Western (South)
318;21;Cultural and heritage;Communities and livelihoods;CL;Vertical mixing/stratification;STR;South;4;2;2;Pelagic;Western;Western (South)
319;22;Market opportunities (non-native species);Communities and livelihoods;CL;Vertical mixing/stratification;STR;South;4;2;2;Pelagic;Western;Western (South)
320;23;Health issues;Wider society and economy implications;WS;Vertical mixing/stratification;STR;South;1;1;1;Pelagic;Western;Western (South)
321;24;Food security;Wider society and economy implications;WS;Vertical mixing/stratification;STR;South;9;3;3;Pelagic;Western;Western (South)
322;25;Recreational fisheries;Wider society and economy implications;WS;Vertical mixing/stratification;STR;South;1;1;1;Pelagic;Western;Western (South)
323;26;National income;Wider society and economy implications;WS;Vertical mixing/stratification;STR;South;4;2;2;Pelagic;Western;Western (South)
